"","X","Plate","Measure","Row","Col.5","Col.6","Col.7","Blank","Date","ID","Block","Sex","Diet","DOB","Treatment","Weight","Fat.Scores.Dorsal","Fat.Scores.Pelvic","days.since.1st.trt","days.since.2nd.trt","trt.history","1st.trt","2nd.trt","blank.avg","blank.sd","cutoff.new","age.lab","Env","grid","age.wild","repro","body.length.mm","ticks.total","fleas","mites","Testes","H.poly","Pinworms","Cestode","repro.bin","Col.5.bcen","Col.6.bcen","Col.7.bcen","Col.5.avg","Col.6.avg","Col.7.avg","OD.avg","days.since.1st.D.inj","Plate.Env","trt.history2"
"286",286,36,1,"F",1.724,1.207,0.789,0.1,"2018-05-16",51,2,"M","High","2018-02-18","ST",20,3,4,14,NA,"D","D","",0.111875,0.0262974061730158,0.190767218519048,87,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612125,1.095125,0.677125,1.662875,1.132375,0.711375,1.168875,14,"36Lab","D"
"287",287,36,1,"G",2.336,1.825,1.253,0.089,"2018-06-06",53,2,"M","High","2018-01-21","ST",21.5,NA,NA,35,14,"DD","D","D",0.111875,0.0262974061730158,0.190767218519048,136,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.224125,1.713125,1.141125,2.235875,1.749875,1.124375,1.703375,35,"36Lab","DD"
"288",288,36,1,"H",0.081,0.086,0.094,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111875,0.0262974061730158,0.190767218519048,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.030875,-0.025875,-0.017875,-0.009125,-0.019125,-0.001125,-0.00979166666666667,NA,"36Lab",NA
"289",289,37,1,"A",1.584,0.976,0.624,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107375,0.0374506818553224,0.219727045565967,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476625,0.868625,0.516625,1.4801875,0.8806875,0.5271875,0.9626875,NA,"37Lab",NA
"290",290,37,1,"B",1.667,1.095,0.715,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107375,0.0374506818553224,0.219727045565967,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.559625,0.987625,0.607625,1.5721875,0.9971875,0.6076875,1.05902083333333,NA,"37Lab",NA
"291",291,37,1,"C",2.062,1.43,0.931,0.099,"2018-05-19",64,2,"F","High","2018-03-07","SC",NA,3,4,17,NA,"D","D","",0.107375,0.0374506818553224,0.219727045565967,73,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.954625,1.322625,0.823625,1.8831875,1.3296875,0.8506875,1.35452083333333,17,"37Lab","D"
"292",292,37,1,"D",1.007,0.63,0.398,0.083,"2018-05-14",14,1,"M","High","2018-03-07","ST",21.5,3,4,14,NA,"D","D","",0.107375,0.0374506818553224,0.219727045565967,68,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899625,0.522625,0.290625,0.9046875,0.5336875,0.2871875,0.5751875,14,"37Lab","D"
"293",293,37,1,"E",1.003,0.605,0.376,0.105,"2018-05-14",29,1,"F","High","2018-02-21","SC",27,3,4,14,NA,"D","D","",0.107375,0.0374506818553224,0.219727045565967,82,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895625,0.497625,0.268625,0.8826875,0.5166875,0.2856875,0.5616875,14,"37Lab","D"
"294",294,37,1,"F",3.042,2.94,2.579,0.194,"2018-06-06",51,2,"M","High","2018-02-18","ST",20.5,NA,NA,35,14,"DD","D","D",0.107375,0.0374506818553224,0.219727045565967,108,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.934625,2.832625,2.471625,2.9316875,2.8561875,2.5451875,2.7776875,35,"37Lab","DD"
"295",295,37,1,"G",0.088,0.081,0.089,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107375,0.0374506818553224,0.219727045565967,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019375,-0.026375,-0.018375,-0.0078125,-0.0168125,-0.0043125,-0.00964583333333333,NA,"37Lab",NA
"296",296,37,1,"H",2.763,2.375,1.885,0.118,"2018-06-06",43,2,"M","Low","2018-01-19","SC",23,NA,NA,35,14,"DA","D","A",0.107375,0.0374506818553224,0.219727045565967,138,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.655625,2.267625,1.777625,2.6456875,2.2241875,1.8056875,2.2251875,35,"37Lab","DA"
"297",297,1,1,"A",2.24,2,1.345,0.07,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.070625,0.014585417,0.11438125,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.169375,1.929375,1.274375,2.1771160715,1.8946160715,1.2746160715,1.7821160715,NA,"1Wild","Pos.Ctrl"
"298",298,1,1,"B",2.546,0.597,2.209,0.079,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.070625,0.014585417,0.11438125,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475375,0.526375,2.138375,2.4726160715,0.5216160715,2.1391160715,1.7111160715,NA,"1Wild","Pos.Ctrl"
"299",299,1,1,"C",0.057,0.059,0.049,0.105,"16/08/2018",841092547,NA,"F","High",NA,"A",21,2,2,9,NA,"A","A","",0.070625,0.014585417,0.11438125,NA,"Wild",2,"A","P",89,2,0,1,NA,NA,NA,NA,"Reproductive",-0.013625,-0.011625,-0.021625,-0.00938392849999999,-0.0108839285,-0.0163839285,-0.0122172618333333,NA,"1Wild","A"
"300",300,1,1,"D",0.403,0.246,0.143,0.067,"07/08/2018",835339845,NA,"M","High",NA,"DA",23.5,2,2,33,13,"DA","D","A",0.070625,0.014585417,0.11438125,NA,"Wild",1,"A","S",93,0,1,1,0.802,30,120,0,"Reproductive",0.332375,0.175375,0.072375,0.3391160715,0.1726160715,0.0781160715,0.1966160715,33,"1Wild","DA"
"301",301,1,1,"E",2.026,1.489,0.929,0.066,"06/09/2018",835338101,NA,"F","High",NA,"DD",25,2,3,63,44,"DD","D","D",0.070625,0.014585417,0.11438125,NA,"Wild",2,"A","G/L",90,0,0,1,NA,NA,NA,NA,"Reproductive",1.955375,1.418375,0.858375,1.9901160715,1.4116160715,0.8471160715,1.41628273816667,63,"1Wild","DD"
"302",302,1,1,"F",0.057,0.053,0.05,0.055,"02/08/2018",835346074,NA,"M","High",NA,"AD",27.5,3,4,21,2,"AD","A","D",0.070625,0.014585417,0.11438125,NA,"Wild",1,"A","S",92,0,0,3,NA,NA,NA,NA,"Reproductive",-0.013625,-0.017625,-0.020625,-0.0083839285,-0.0138839285,-0.0153839285,-0.0125505951666667,2,"1Wild","A"
"303",303,1,1,"G",0.055,0.08,0.051,0.06,"30/08/2018",840289049,NA,"F","Low",NA,"A",13,3,2,9,NA,"A","A","",0.070625,0.014585417,0.11438125,NA,"Wild",4,"A","NP",77,0,0,1,NA,NA,NA,NA,"Non-Reproductive",-0.015625,0.00937500000000001,-0.019625,-0.0123839285,0.0136160715,-0.0123839285,-0.00371726183333333,NA,"1Wild","A"
"304",304,1,1,"H",2.036,0.625,1.48,0.063,"31/07/2018",836840260,NA,"M","Low",NA,"DA",18.5,2,2,19,0,"D","D","",0.070625,0.014585417,0.11438125,NA,"Wild",3,"A","D",90,0,1,2,NA,NA,NA,NA,"Non-Reproductive",1.965375,0.554375,1.409375,1.9266160715,0.5556160715,1.4131160715,1.29844940483333,19,"1Wild","D"
"305",305,2,1,"A",2.659,2.148,1.478,0.058,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.060875,0.005710462,0.078006386,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.598125,2.087125,1.417125,2.5760625,2.0075625,1.3765625,1.98672916666667,NA,"2Wild","Pos.Ctrl"
"306",306,2,1,"B",3.016,2.601,2.14,0.058,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.060875,0.005710462,0.078006386,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.955125,2.540125,2.079125,2.8740625,2.4575625,1.9745625,2.43539583333333,NA,"2Wild","Pos.Ctrl"
"307",307,2,1,"C",2.29,1.593,1.027,0.055,"02/08/2018",841093014,NA,"F","High",NA,"DD",23,3,3,29,9,"DD","D","D",0.060875,0.005710462,0.078006386,NA,"Wild",2,"A","P",92,0,0,0,NA,NA,NA,NA,"Reproductive",2.229125,1.532125,0.966125,2.1980625,1.5060625,0.9390625,1.54772916666667,29,"2Wild","DD"
"308",308,2,1,"D",1.752,1.038,0.672,0.07,"21/08/2018",841079632,NA,"M","High",NA,"DD",17,3,3,27,0,"D","D","",0.060875,0.005710462,0.078006386,NA,"Wild",2,"A","S",71,0,0,0,NA,NA,NA,NA,"Reproductive",1.691125,0.977125,0.611125,1.6470625,0.9860625,0.5925625,1.07522916666667,27,"2Wild","D"
"309",309,2,1,"E",0.594,0.351,0.199,0.058,"07/08/2018",836859050,NA,"M","High",NA,"DA",26,2,2,28,7,"DA","D","A",0.060875,0.005710462,0.078006386,NA,"Wild",2,"A","S",95,10,0,2,NA,NA,NA,NA,"Reproductive",0.533125,0.290125,0.138125,0.5510625,0.2885625,0.1405625,0.326729166666667,28,"2Wild","DA"
"310",310,2,1,"F",2.312,1.522,1.03,0.06,"07/08/2018",836841279,NA,"F","Low",NA,"AD",21,2,3,33,14,"AD","A","D",0.060875,0.005710462,0.078006386,NA,"Wild",3,"A","P",90,0,0,10,NA,16,0,1,"Reproductive",2.251125,1.461125,0.969125,2.2085625,1.4940625,0.9365625,1.54639583333333,14,"2Wild","AD"
"311",311,2,1,"G",0.052,0.049,0.05,0.071,"10/07/2018",835339783,NA,"F","High",NA,"AD",21,2,3,6,NA,"A","A","",0.060875,0.005710462,0.078006386,NA,"Wild",1,"A","P",96,0,0,0,NA,NA,NA,NA,"Reproductive",-0.008875,-0.011875,-0.010875,-0.0094375,-0.0089375,-0.0084375,-0.0089375,NA,"2Wild","A"
"312",312,2,1,"H",2.45,2.054,1.643,0.057,"14/08/2018",841108291,NA,"F","Low",NA,"DD",20,3,3,40,21,"DD","D","D",0.060875,0.005710462,0.078006386,NA,"Wild",4,"A","P",74,1,0,0,NA,NA,NA,NA,"Reproductive",2.389125,1.993125,1.582125,2.3670625,1.9860625,1.5440625,1.96572916666667,40,"2Wild","DD"
"313",313,3,1,"A",2.441,1.732,1.163,0.06,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.059625,0.004090767,0.071897301,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.381375,1.672375,1.103375,2.3525,1.676,1.071,1.69983333333333,NA,"3Wild","Pos.Ctrl"
"314",314,3,1,"B",2.379,1.727,1.131,0.052,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.059625,0.004090767,0.071897301,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.319375,1.667375,1.071375,2.313,1.6615,1.027,1.66716666666667,NA,"3Wild","Pos.Ctrl"
"315",315,3,1,"C",0.713,0.396,0.232,0.06,"26/07/2018",835339845,NA,"M","High",NA,"DA",24.5,2,2,21,1,"DA","D","A",0.059625,0.004090767,0.071897301,NA,"Wild",1,"A","S",85,0,1,0,NA,NA,NA,NA,"Reproductive",0.653375,0.336375,0.172375,0.635,0.338,0.169,0.380666666666667,21,"3Wild","D"
"316",316,3,1,"D",0.335,0.191,0.122,0.063,"21/08/2018",836859050,NA,"M","High",NA,"DA",27,2,2,42,21,"DA","D","A",0.059625,0.004090767,0.071897301,NA,"Wild",2,"A","S",87,2,0,0,0.746,181,0,0,"Reproductive",0.275375,0.131375,0.062375,0.2745,0.1335,0.061,0.156333333333333,42,"3Wild","DA"
"317",317,3,1,"E",1.148,0.7,0.384,0.064,"16/08/2018",835315094,NA,"F","Low",NA,"DD",14.5,2,2,16,NA,"D","D","",0.059625,0.004090767,0.071897301,NA,"Wild",3,"A","P",70,0,0,0,NA,NA,NA,NA,"Reproductive",1.088375,0.640375,0.324375,1.107,0.626,0.3285,0.687166666666667,16,"3Wild","D"
"318",318,3,1,"F",2.274,1.537,0.911,0.063,"28/08/2018",841104851,NA,"M","Low",NA,"DA",18,3,3,26,7,"DA","D","A",0.059625,0.004090767,0.071897301,NA,"Wild",3,"A","D",81,0,0,2,NA,NA,NA,NA,"Non-Reproductive",2.214375,1.477375,0.851375,2.1425,1.4475,0.8565,1.48216666666667,26,"3Wild","DA"
"319",319,3,1,"G",0.225,0.146,0.096,0.061,"05/09/2018",836844519,NA,"M","High",NA,"AD",23,2,2,36,15,"AD","A","D",0.059625,0.004090767,0.071897301,NA,"Wild",2,"A","S",100,6,0,0,0.8,99,12,0,"Reproductive",0.165375,0.086375,0.036375,0.1685,0.086,0.0385,0.0976666666666667,15,"3Wild","AD"
"320",320,3,1,"H",1.231,0.575,0.38,0.054,"07/08/2018",841079632,NA,"M","High",NA,"DD",18.5,3,3,13,NA,"D","D","",0.059625,0.004090767,0.071897301,NA,"Wild",2,"A","D",87,0,0,0,NA,NA,NA,NA,"Non-Reproductive",1.171375,0.515375,0.320375,1.1625,0.5165,0.3245,0.667833333333333,13,"3Wild","D"
"321",321,4,1,"A",2.367,1.936,1.313,0.102,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.066571429,0.014646864,0.110512019,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.300428571,1.869428571,1.246428571,2.277285714,1.847285714,1.221285714,1.78195238066667,NA,"4Wild","Pos.Ctrl"
"322",322,4,1,"B",2.304,1.702,1.176,0.499,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.066571429,0.014646864,0.110512019,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.237428571,1.635428571,1.109428571,2.275285714,1.649285714,1.066285714,1.66361904733333,NA,"4Wild","Pos.Ctrl"
"323",323,4,1,"C",2.342,1.746,1.208,0.061,"24/07/2018",841108291,NA,"F","Low",NA,"DD",21.5,2,2,19,0,"D","D","",0.066571429,0.014646864,0.110512019,NA,"Wild",4,"A","P/G/L",81,4,1,0,NA,NA,NA,NA,"Reproductive",2.275428571,1.679428571,1.141428571,2.257785714,1.694785714,1.118285714,1.690285714,19,"4Wild","D"
"324",324,4,1,"D",0.096,0.08,0.086,0.057,"31/07/2018",841090031,NA,"M","Low",NA,"DD",13,3,3,6,NA,"D","D","",0.066571429,0.014646864,0.110512019,NA,"Wild",3,"SA","A",70,1,0,2,NA,NA,NA,NA,"Non-Reproductive",0.029428571,0.013428571,0.019428571,0.027785714,0.010785714,0.020285714,0.0196190473333333,6,"4Wild","D"
"325",325,4,1,"E",0.051,0.05,0.052,0.063,"31/07/2018",835338025,NA,"F","High",NA,"D",26,2,2,6,NA,"D","D","",0.066571429,0.014646864,0.110512019,NA,"Wild",2,"A","G",90,5,1,3,NA,NA,NA,NA,"Reproductive",-0.015571429,-0.016571429,-0.014571429,-0.016214286,-0.017714286,-0.016714286,-0.0168809526666667,6,"4Wild","D"
"326",326,4,1,"F",0.083,0.06,0.061,0.064,"07/08/2018",835319552,NA,"M","Low",NA,"AD",21,2,2,27,7,"AD","A","D",0.066571429,0.014646864,0.110512019,NA,"Wild",3,"A","D",94,2,0,3,NA,NA,NA,NA,"Non-Reproductive",0.016428571,-0.006571429,-0.005571429,0.011285714,-0.006714286,-0.005714286,-0.000380952666666666,7,"4Wild","AD"
"327",327,4,1,"G",2.739,2.374,1.598,0.058,"21/08/2018",841090031,NA,"M","Low",NA,"DD",14,2,2,27,7,"DD","D","D",0.066571429,0.014646864,0.110512019,NA,"Wild",3,"A","A",68,0,0,0,NA,NA,NA,NA,"Non-Reproductive",2.672428571,2.307428571,1.531428571,2.523285714,2.199285714,1.529785714,2.08411904733333,27,"4Wild","DD"
"328",328,4,1,"H",0.082,0.071,0.06,0.061,"07/08/2018",836841827,NA,"M","Low",NA,"AD",25,2,2,34,7,"AD","A","D",0.066571429,0.014646864,0.110512019,NA,"Wild",4,"A","S",100,0,0,4,NA,NA,NA,NA,"Reproductive",0.015428571,0.00442857099999999,-0.006571429,0.036785714,0.002285714,-0.004714286,0.0114523806666667,7,"4Wild","AD"
"329",329,5,1,"A",2.493,1.95,1.452,0.062,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.058285714,0.008344618,0.083319569,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.434714286,1.891714286,1.393714286,2.4802857145,1.8802857145,1.3482857145,1.90295238116667,NA,"5Wild","Pos.Ctrl"
"330",330,5,1,"B",2.371,1.822,1.319,0.054,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.058285714,0.008344618,0.083319569,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.312714286,1.763714286,1.260714286,2.4062857145,1.8382857145,1.2892857145,1.84461904783333,NA,"5Wild","Pos.Ctrl"
"331",331,5,1,"C",1.074,0.65,0.38,0.051,"14/08/2018",835315094,NA,"F","Low",NA,"DD",15,3,3,14,NA,"D","D","",0.058285714,0.008344618,0.083319569,NA,"Wild",3,"A","P",79,1,0,1,NA,NA,NA,NA,"Reproductive",1.015714286,0.591714286,0.321714286,1.0597857145,0.6157857145,0.3387857145,0.671452381166667,14,"5Wild","D"
"332",332,5,1,"D",0.055,0.053,0.051,0.162,"10/07/2018",841108291,NA,"F","Low",NA,"DD",21.5,2,2,5,NA,"D","D","",0.058285714,0.008344618,0.083319569,NA,"Wild",4,"A","P",85,3,0,0,NA,NA,NA,NA,"Reproductive",-0.003285714,-0.005285714,-0.00728571400000001,-0.0057142855,-0.0077142855,-0.0072142855,-0.00688095216666667,5,"5Wild","D"
"333",333,5,1,"E",1.235,0.748,0.478,0.077,"05/09/2018",840285293,NA,"M","High",NA,"D",16,3,2,13,NA,"D","D","",0.058285714,0.008344618,0.083319569,NA,"Wild",2,"A","A",85,0,0,1,NA,NA,NA,NA,"Non-Reproductive",1.176714286,0.689714286,0.419714286,1.2267857145,0.7192857145,0.4247857145,0.7902857145,13,"5Wild","D"
"334",334,5,1,"F",0.047,0.049,0.048,0.057,"16/08/2018",840280097,NA,"M","Low",NA,"AD",15.5,2,2,14,NA,"A","A","",0.058285714,0.008344618,0.083319569,NA,"Wild",3,"A","D",82,2,0,0,NA,NA,NA,NA,"Non-Reproductive",-0.011285714,-0.009285714,-0.010285714,-0.0127142855,-0.0122142855,-0.0127142855,-0.0125476188333333,NA,"5Wild","A"
"335",335,5,1,"G",0.243,0.154,0.1,0.055,"05/09/2018",841076790,NA,"F","Low",NA,"DA",23,2,2,64,43,"DA","D","A",0.058285714,0.008344618,0.083319569,NA,"Wild",3,"A","P",90,0,0,0,NA,20,0,1,"Reproductive",0.184714286,0.095714286,0.041714286,0.1957857145,0.0962857145,0.0417857145,0.1112857145,64,"5Wild","DA"
"336",336,5,1,"H",0.053,0.05,0.051,0.052,"21/08/2018",836587780,NA,"F","High",NA,NA,22,3,3,NA,NA,NA,NA,NA,0.058285714,0.008344618,0.083319569,NA,"Wild",1,"A","P",79,0,0,2,NA,NA,NA,NA,"Reproductive",-0.005285714,-0.008285714,-0.00728571400000001,-0.0042142855,-0.0072142855,-0.0072142855,-0.0062142855,NA,"5Wild",NA
"337",337,6,1,"A",2.745,2.076,1.434,0.07,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0595,0.005123475,0.074870426,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6855,2.0165,1.3745,2.6376875,1.9741875,1.3741875,1.99535416666667,NA,"6Wild","Pos.Ctrl"
"338",338,6,1,"B",2.652,2.017,1.379,0.06,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0595,0.005123475,0.074870426,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5925,1.9575,1.3195,2.5491875,1.9081875,1.3121875,1.9231875,NA,"6Wild","Pos.Ctrl"
"339",339,6,1,"C",1.633,1.022,0.614,0.057,"23/08/2018",841074265,NA,"F","Low",NA,"DA",14.5,2,2,30,9,"DA","D","A",0.0595,0.005123475,0.074870426,NA,"Wild",3,"A","P",72,0,0,1,NA,NA,NA,NA,"Reproductive",1.5735,0.9625,0.5545,1.5521875,0.9686875,0.5601875,1.02702083333333,30,"6Wild","DA"
"340",340,6,1,"D",1.945,1.349,0.794,0.055,"28/08/2018",841074265,NA,"F","Low",NA,"DA",16,2,2,35,14,"DA","D","A",0.0595,0.005123475,0.074870426,NA,"Wild",3,"SA","NP",74,0,0,0,NA,8,2,0,"Non-Reproductive",1.8855,1.2895,0.7345,1.8591875,1.2481875,0.7401875,1.28252083333333,35,"6Wild","DA"
"341",341,6,1,"E",0.45,0.237,0.165,0.061,"11/07/2018",841076790,NA,"F","Low",NA,"DA",21,3,3,8,NA,"D","D","",0.0595,0.005123475,0.074870426,NA,"Wild",3,"A","P",80,NA,2,NA,NA,NA,NA,NA,"Reproductive",0.3905,0.1775,0.1055,0.3956875,0.1806875,0.1106875,0.229020833333333,8,"6Wild","D"
"342",342,6,1,"F",1.047,0.583,0.339,0.058,"21/08/2018",840121589,NA,"F","Low",NA,"D",12.5,2,2,13,NA,"D","D","",0.0595,0.005123475,0.074870426,NA,"Wild",4,"A","P",67,1,0,0,NA,NA,NA,NA,"Reproductive",0.9875,0.5235,0.2795,0.9611875,0.5246875,0.2816875,0.5891875,13,"6Wild","D"
"343",343,6,1,"G",2.786,2.392,1.751,0.052,"05/09/2018",836613123,NA,"M","High",NA,"DD",20,3,2,36,8,"DD","D","D",0.0595,0.005123475,0.074870426,NA,"Wild",2,"A","D",85,2,0,1,0.13,7,10,0,"Non-Reproductive",2.7265,2.3325,1.6915,2.6966875,2.2896875,1.7096875,2.23202083333333,36,"6Wild","DD"
"344",344,6,1,"H",1.951,1.445,0.867,0.063,"07/08/2018",841090031,NA,"M","Low",NA,"DD",13.5,3,3,13,NA,"D","D","",0.0595,0.005123475,0.074870426,NA,"Wild",3,"A","A",79,4,0,3,NA,NA,NA,NA,"Non-Reproductive",1.8915,1.3855,0.8075,1.8931875,1.3811875,0.8176875,1.36402083333333,13,"6Wild","D"
"345",345,7,1,"A",2.114,1.65,1.165,0.061,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.055125,0.003407253,0.06534676,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.058875,1.594875,1.109875,2.0438125,1.5893125,1.0928125,1.5753125,NA,"7Wild","Pos.Ctrl"
"346",346,7,1,"B",2.033,1.523,1.013,0.056,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.055125,0.003407253,0.06534676,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.977875,1.467875,0.957875,1.9593125,1.4558125,0.9428125,1.45264583333333,NA,"7Wild","Pos.Ctrl"
"347",347,7,1,"C",0.913,0.526,0.302,0.052,"31/07/2018",836859050,NA,"M","High",NA,"DA",25.5,2,3,21,0,"D","D","",0.055125,0.003407253,0.06534676,NA,"Wild",2,"A","S",96,0,1,0,NA,NA,NA,NA,"Reproductive",0.857875,0.470875,0.246875,0.8478125,0.4723125,0.2428125,0.520979166666667,21,"7Wild","D"
"348",348,7,1,"D",0.049,0.048,0.048,0.052,"30/08/2018",840301005,NA,"M","Low",NA,"A",20,2,2,7,NA,"A","A","",0.055125,0.003407253,0.06534676,NA,"Wild",4,"A","S",88,2,0,6,0.792,5,21,0,"Reproductive",-0.006125,-0.007125,-0.007125,-0.0056875,-0.0046875,-0.0056875,-0.00535416666666667,NA,"7Wild","A"
"349",349,7,1,"E",0.655,0.377,0.218,0.052,"30/08/2018",841264332,NA,"M","High",NA,"DA",22,2,2,30,9,"DA","D","A",0.055125,0.003407253,0.06534676,NA,"Wild",1,"A","S",94,0,0,1,NA,NA,NA,NA,"Reproductive",0.599875,0.321875,0.162875,0.5948125,0.3213125,0.1628125,0.359645833333333,30,"7Wild","DA"
"350",350,7,1,"F",1.933,1.179,0.868,0.053,"28/08/2018",835338101,NA,"F","High",NA,"DD",27,2,2,54,35,"DD","D","D",0.055125,0.003407253,0.06534676,NA,"Wild",2,"A","L",90,0,0,0,NA,NA,NA,NA,"Reproductive",1.877875,1.123875,0.812875,1.8888125,1.1203125,0.8063125,1.2718125,54,"7Wild","DD"
"351",351,7,1,"G",0.442,0.254,0.155,0.055,"01/08/2018",841076790,NA,"F","Low",NA,"DA",23,3,3,29,8,"DA","D","A",0.055125,0.003407253,0.06534676,NA,"Wild",3,"A","G",80,1,0,0,NA,NA,NA,NA,"Reproductive",0.386875,0.198875,0.099875,0.3963125,0.2018125,0.1028125,0.233645833333333,29,"7Wild","DA"
"352",352,7,1,"H",0.642,0.357,0.215,0.06,"31/07/2018",835340593,NA,"M","High",NA,"DD",19,3,2,19,0,"D","D","",0.055125,0.003407253,0.06534676,NA,"Wild",2,"A","D",81,0,0,0,NA,NA,NA,NA,"Non-Reproductive",0.586875,0.301875,0.159875,0.5913125,0.3033125,0.1613125,0.351979166666667,19,"7Wild","D"
"353",353,8,1,"A",2.48,2.785,2.498,0.069,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.060375,0.005475799,0.076802397,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.419625,2.724625,2.437625,2.3876875,2.6386875,2.4961875,2.50752083333333,NA,"8Wild","Pos.Ctrl"
"354",354,8,1,"B",2.146,1.831,1.415,0.057,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.060375,0.005475799,0.076802397,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.085625,1.770625,1.354625,2.0391875,1.6791875,1.3266875,1.6816875,NA,"8Wild","Pos.Ctrl"
"355",355,8,1,"C",0.06,0.056,0.053,0.056,"21/08/2018",835339783,NA,"F","Low",NA,"AD",22,3,3,48,0,"A","A","",0.060375,0.005475799,0.076802397,NA,"Wild",4,"A","P",92,1,0,1,NA,NA,NA,NA,"Reproductive",-0.000375,-0.004375,-0.007375,-0.000812499999999997,-0.0038125,-0.0068125,-0.0038125,NA,"8Wild","A"
